Cliente,FechaAltaCliente,Region,Gerencia,SubCanal,TipoPoblacion,Estrato,EF
7650,2015-01-15,4,22,9,1,2,0
7655,2015-01-16,1,16,16,2,5,1
7659,2015-01-18,3,10,15,2,3,1
7666,2015-01-21,1,20,15,1,1,0
7669,2015-01-22,4,21,18,2,4,0
7674,2015-01-22,4,14,10,1,2,0
7677,2015-01-23,1,4,9,2,2,1
7680,2015-01-23,3,8,11,2,2,1
7686,2015-01-26,3,28,15,1,1,0
7688,2015-01-26,3,8,9,2,2,1
7699,2015-01-29,1,18,9,2,2,0
7702,2015-02-01,1,5,9,2,1,0
7706,2015-02-03,1,5,12,2,2,0
7724,2015-02-06,5,33,9,2,2,0
7728,2015-02-09,3,9,7,2,2,0
7732,2015-02-10,4,22,9,2,1,0
7750,2015-02-12,1,16,15,2,2,1
7760,2015-02-16,5,11,9,2,2,1
7766,2015-02-18,3,10,10,2,1,0
7769,2015-02-18,3,10,6,2,1,0
7774,2015-02-19,3,8,9,2,3,0
7786,2015-02-24,5,33,16,1,2,1
7790,2015-02-25,3,8,10,2,3,0
7800,2015-02-27,1,18,9,2,1,0
7804,2015-02-28,5,29,12,1,2,0
7805,2015-02-28,1,4,9,2,3,0
7822,2015-03-04,1,20,9,2,1,0
7826,2015-03-05,3,9,15,2,3,0
7829,2015-03-08,5,17,16,2,2,1
7831,2015-03-08,1,23,6,1,3,0
7854,2015-03-11,5,29,12,1,2,1
7856,2015-03-11,1,4,6,2,1,0
7860,2015-03-14,5,17,22,2,5,1
7864,2015-03-15,3,24,9,1,2,0
7873,2015-03-18,4,22,9,2,2,0
7888,2015-03-28,1,20,15,2,3,1
7913,2015-04-05,1,4,6,2,2,1
7922,2015-04-07,1,20,18,1,2,1
7932,2015-04-09,4,22,9,1,1,0
7935,2015-04-09,1,23,7,2,3,0
7940,2015-04-12,3,8,9,2,3,0
7944,2015-04-12,5,27,7,2,2,0
7951,2015-04-14,4,21,10,2,2,0
7959,2015-04-15,3,10,7,2,2,0
7966,2015-04-18,5,12,9,2,2,0
7969,2015-04-18,3,28,18,2,2,0
7975,2015-04-19,4,13,10,2,1,0
7977,2015-04-20,4,6,6,1,3,1
7978,2015-04-20,4,6,9,2,3,0
7982,2015-04-21,1,16,12,2,3,1
7989,2015-04-22,1,18,15,2,4,1
7990,2015-04-23,5,29,9,2,2,0
7998,2015-04-25,1,20,15,1,3,0
8000,2015-04-26,3,7,6,2,3,0
8005,2015-04-27,5,27,15,2,1,0
8012,2015-04-29,4,13,22,2,2,0
8017,2015-05-02,1,16,9,2,2,1
8018,2015-05-02,5,12,12,2,1,1
8037,2015-05-06,5,31,10,2,2,0
8041,2015-05-10,1,20,15,1,2,0
8044,2015-05-10,5,11,9,2,2,0
8048,2015-05-11,5,11,16,2,1,1
8064,2015-05-13,3,7,6,2,3,0
8074,2015-05-16,5,31,9,1,2,0
8076,2015-05-17,3,10,9,2,2,0
8081,2015-05-18,4,22,9,2,2,0
8083,2015-05-19,1,16,9,2,3,0
8084,2015-05-19,4,14,12,1,2,1
8089,2015-05-19,3,9,9,2,1,0
8090,2015-05-20,1,16,18,2,3,1
8097,2015-05-23,5,11,12,2,2,1
8103,2015-05-24,4,15,16,2,3,1
8111,2015-05-26,3,9,9,2,2,0
8118,2015-05-28,4,15,18,2,3,0
8119,2015-05-28,5,17,22,2,3,0
8122,2015-06-01,4,22,10,2,1,1
8129,2015-06-01,3,7,12,2,3,1
8132,2015-06-01,3,8,7,2,1,0
8137,2015-06-02,3,9,9,2,3,0
8141,2015-06-03,1,16,16,1,2,0
8145,2015-06-04,4,15,18,2,2,1
8149,2015-06-07,5,31,9,2,2,0
8151,2015-06-07,4,22,16,1,1,1
8163,2015-06-10,5,27,15,2,2,0
8170,2015-06-14,3,10,9,2,2,0
8171,2015-06-14,5,19,12,1,2,1
8173,2015-06-14,3,9,18,2,2,0
8199,2015-06-23,3,9,15,2,1,1
8207,2015-06-25,5,29,12,2,2,1
8210,2015-06-28,4,14,18,2,3,1
8212,2015-06-28,5,27,15,1,3,1
8215,2015-07-08,1,18,9,2,2,0
8223,2015-07-01,5,33,15,1,1,0
8229,2015-07-05,5,27,9,1,3,0
8234,2015-07-06,1,5,12,2,4,1
8236,2015-07-07,1,18,15,2,2,1
8238,2015-07-07,1,4,9,2,1,0
8244,2015-07-08,1,5,10,2,1,0
8261,2015-07-14,5,11,9,2,1,0
8270,2015-07-18,1,16,16,1,2,1
8274,2015-07-18,3,32,9,2,1,0
8280,2015-07-19,5,12,9,2,3,1
8283,2015-07-21,4,21,6,2,3,1
8287,2015-07-22,3,8,7,2,3,1
8323,2015-08-01,5,31,7,1,1,0
8326,2015-08-01,1,20,9,1,2,1
8328,2015-08-01,5,12,18,1,2,0
8329,2015-08-01,4,15,18,2,3,0
8331,2015-08-01,5,11,16,2,5,0
8336,2015-08-02,1,4,9,2,2,0
8342,2015-08-03,5,29,9,1,3,0
8343,2015-08-03,5,17,15,1,3,1
8352,2015-08-05,5,29,12,1,2,0
8386,2015-08-16,1,5,9,1,2,1
8391,2015-08-17,3,24,18,1,2,0
8397,2015-08-18,3,8,22,2,3,1
8402,2015-08-20,3,32,16,1,1,0
8408,2015-08-23,5,12,6,2,2,1
8410,2015-08-23,3,8,15,2,3,0
8415,2015-08-25,4,21,14,2,2,0
8419,2015-08-25,3,28,24,1,3,1
8426,2015-08-27,1,23,9,2,2,0
8441,2015-08-30,3,9,22,2,3,0
8443,2015-09-01,3,10,10,2,2,0
8456,2015-09-06,4,15,18,2,3,0
8458,2015-09-07,5,11,9,2,2,0
8463,2015-09-09,4,14,9,2,5,0
8467,2015-09-09,3,24,10,2,2,1
8491,2015-09-17,4,13,9,2,1,1
8501,2015-09-20,5,12,9,2,2,0
8509,2015-09-21,3,10,18,2,2,0
8511,2015-09-21,1,18,18,2,3,1
8518,2015-09-23,1,16,12,1,1,1
8528,2015-09-26,1,16,9,2,1,0
8539,2015-09-28,1,4,15,2,1,0
8543,2015-09-29,1,18,9,2,2,1
8547,2015-10-01,4,15,9,2,2,1
8552,2015-10-03,1,20,16,1,1,1
8565,2015-10-06,3,28,15,1,1,1
8567,2015-10-06,5,11,9,2,3,1
8569,2015-10-07,1,5,9,2,2,0
8585,2015-10-13,1,20,15,2,1,1
8586,2015-10-13,3,7,12,2,3,1
8588,2015-10-14,4,15,9,1,2,0
8589,2015-10-14,1,16,9,2,2,1
8592,2015-10-15,3,25,22,2,2,0
8593,2015-10-18,5,19,18,2,2,0
8594,2015-10-18,3,30,22,1,2,1
8601,2015-10-19,4,15,24,2,1,0
8616,2015-10-25,3,7,9,2,2,0
8617,2015-10-25,5,11,16,2,3,1
8619,2015-10-25,3,25,15,2,2,1
8628,2015-10-27,1,4,6,2,3,1
8632,2015-10-28,3,25,15,2,2,0
8641,2015-10-28,5,29,15,2,1,1
8650,2015-11-01,3,9,16,2,2,1
8651,2015-11-01,1,18,7,2,3,0
8653,2015-11-02,5,29,15,2,3,1
8654,2015-11-02,3,7,15,2,3,1
8661,2015-11-02,1,5,16,1,2,1
8662,2015-11-02,1,20,9,1,2,0
8663,2015-11-02,4,26,9,2,1,0
8671,2015-11-03,3,10,18,2,1,0
8675,2015-11-05,5,11,9,2,1,1
8677,2015-11-05,4,6,9,2,2,0
8679,2015-11-08,3,7,6,2,4,0
8682,2015-11-09,4,14,12,1,2,0
8698,2015-11-15,3,10,9,2,1,0
8701,2015-11-16,5,29,24,2,4,0
8707,2015-11-17,3,10,9,2,1,0
8710,2015-11-17,1,23,12,1,2,1
8715,2015-11-18,3,30,18,1,2,0
8717,2015-11-19,3,7,15,2,3,1
8720,2015-11-21,3,10,15,2,3,1
8725,2015-11-22,4,15,10,2,1,0
8729,2015-11-23,5,17,12,2,4,0
8735,2015-11-25,3,7,6,2,4,1
8763,2015-12-05,3,28,12,2,2,1
8767,2015-12-06,5,11,9,2,1,1
8769,2015-12-07,3,7,10,2,1,0
8777,2015-12-10,4,15,15,1,2,1
8785,2015-12-13,5,27,15,2,3,1
8787,2015-12-13,1,20,15,1,1,1
8799,2015-12-15,3,25,9,2,2,0
8802,2015-12-16,3,7,15,2,2,1
8810,2015-12-19,3,9,22,2,2,0
8814,2015-12-20,4,13,12,2,1,1
8818,2015-12-22,1,16,9,2,2,1
8820,2015-12-22,4,6,12,2,1,1
8821,2015-12-23,4,14,9,2,1,0
8828,2015-12-28,3,9,16,2,2,1
8839,2016-01-02,1,20,15,2,2,0
8840,2016-01-02,1,20,15,1,1,0
8845,2016-01-03,4,22,16,2,1,1
8850,2016-01-05,4,26,9,1,1,1
8852,2016-01-05,3,8,16,2,2,1
8855,2016-01-06,4,6,9,2,3,1
8860,2016-01-10,4,6,9,2,3,1
8866,2016-01-11,4,26,16,1,1,1
8872,2016-01-13,3,25,6,2,2,1
8875,2016-01-13,4,21,9,2,2,0
8876,2016-01-14,3,9,9,2,3,0
8880,2016-01-16,3,32,15,1,2,0
8889,2016-01-20,5,31,12,1,3,1
8898,2016-01-23,3,8,22,2,3,0
8902,2016-01-25,3,25,9,1,1,0
8904,2016-01-25,4,6,9,2,1,1
8907,2016-01-25,5,11,22,2,6,1
8913,2016-02-07,4,15,9,2,3,0
8919,2016-01-28,3,7,18,2,3,0
8925,2016-02-01,4,21,15,1,2,0
8927,2016-02-01,4,14,12,1,2,1
8930,2016-02-01,4,15,10,2,1,1
8932,2016-02-01,1,5,9,2,2,0
8936,2016-02-01,3,8,6,2,2,0
8937,2016-02-01,4,6,10,2,3,1
8938,2016-02-02,3,10,9,2,2,0
8943,2016-02-03,3,9,12,2,2,1
8944,2016-02-04,5,11,9,2,1,1
8945,2016-02-04,3,9,15,2,2,1
8959,2016-02-08,3,8,15,2,2,0
8965,2016-02-09,1,5,9,1,2,0
8973,2016-02-10,5,19,20,2,1,0
8976,2016-02-11,4,14,16,2,1,1
8977,2016-02-11,3,24,15,1,2,1
8991,2016-02-17,4,14,9,1,3,1
8992,2016-02-17,4,26,23,2,3,1
8993,2016-02-17,4,13,9,2,2,0
8997,2016-02-18,4,6,9,2,3,0
9007,2016-02-21,4,21,22,2,2,1
9027,2016-03-01,5,11,16,2,2,1
9028,2016-03-01,1,18,18,2,3,1
9033,2016-03-02,4,14,9,1,1,1
9054,2016-03-07,1,16,9,2,2,1
9070,2016-03-10,3,25,12,2,2,0
9075,2016-03-11,4,21,10,1,1,0
9077,2016-03-13,3,28,9,1,1,0
9087,2016-03-16,4,15,16,1,1,0
9090,2016-03-16,3,10,7,2,2,1
9093,2016-03-18,1,20,18,1,1,1
9114,2016-03-23,3,28,15,1,4,0
9117,2016-03-24,3,24,9,1,2,1
9121,2016-03-25,3,9,15,2,2,1
9128,2016-03-27,4,13,10,2,3,1
9143,2016-04-01,3,9,22,2,2,0
9144,2016-04-01,3,9,12,2,2,0
9153,2016-04-03,5,33,12,2,3,1
9156,2016-04-04,3,28,22,1,2,1
9167,2016-04-06,5,19,23,2,1,0
9169,2016-04-06,5,33,16,1,1,1
9176,2016-04-08,5,12,9,1,1,0
9178,2016-04-08,4,14,12,1,1,1
9181,2016-04-10,5,33,9,2,2,0
9184,2016-04-11,4,21,12,2,3,1
9190,2016-04-12,4,6,10,2,1,1
9191,2016-04-12,4,26,16,1,1,0
9196,2016-04-15,3,7,9,2,2,0
9201,2016-04-17,4,26,12,1,1,1
9203,2016-04-17,3,9,9,2,2,0
9206,2016-04-18,4,6,12,2,1,0
9207,2016-04-18,4,21,9,2,2,1
9213,2016-04-20,3,30,15,2,3,1
9221,2016-04-22,1,23,12,2,2,0
9228,2016-04-22,3,30,7,2,2,0
9237,2016-04-26,5,27,18,1,3,1
9238,2016-04-26,3,8,16,2,3,0
9252,2016-05-02,4,13,9,2,2,0
9258,2016-05-02,4,14,16,2,1,1
9278,2016-05-05,1,18,12,2,4,0
9282,2016-05-05,4,6,9,1,1,0
9283,2016-05-05,1,18,16,2,2,0
9288,2016-05-08,1,20,12,2,3,1
9297,2016-05-08,5,29,22,1,2,0
9298,2016-05-08,3,7,9,2,2,1
9301,2016-05-09,3,9,12,2,2,1
9303,2016-05-10,1,5,9,2,6,0
9305,2016-05-10,1,18,9,2,1,0
9309,2016-05-11,4,21,18,2,3,0
9327,2016-05-17,4,13,9,2,1,1
9337,2016-05-19,3,7,12,2,4,1
9338,2016-05-20,4,15,12,2,1,0
9340,2016-05-20,1,18,9,2,1,0
9345,2016-05-22,1,16,9,2,1,0
9357,2016-05-24,3,8,9,2,2,1
9359,2016-05-24,1,16,9,1,2,0
9364,2016-05-25,1,20,9,1,2,1
9376,2016-05-27,3,9,9,1,2,0
9378,2016-06-01,4,21,6,2,2,0
9383,2016-06-01,5,17,9,1,2,0
9389,2016-06-01,5,12,9,1,2,0
9393,2016-06-02,3,7,12,2,2,1
9396,2016-06-02,3,10,9,2,2,0
9408,2016-06-06,5,19,9,2,2,0
9410,2016-06-06,1,18,9,2,1,1
9413,2016-06-06,5,31,22,2,5,0
9428,2016-06-12,4,21,9,2,3,1
9429,2016-06-12,3,32,15,1,1,0
9430,2016-06-13,3,25,15,1,2,1
9438,2016-06-13,4,21,10,2,2,1
9439,2016-06-13,1,5,18,2,5,0
9440,2016-06-13,4,6,9,2,3,0
9446,2016-06-15,5,31,9,2,2,0
9474,2016-06-22,4,14,9,1,3,1
9481,2016-06-23,4,22,9,1,2,0
9485,2016-06-24,3,10,15,2,1,0
9491,2016-06-27,4,14,9,1,1,0
9498,2016-06-28,5,11,9,2,1,0
9507,2016-07-01,4,6,9,2,1,1
9519,2016-07-04,3,24,15,1,1,0
9523,2016-07-04,4,15,19,2,2,0
9524,2016-07-04,5,12,9,2,1,0
9532,2016-07-05,4,26,9,2,2,0
9534,2016-07-06,1,4,9,1,1,0
9542,2016-07-10,4,22,9,2,1,0
9545,2016-07-10,4,14,9,1,1,0
9547,2016-07-10,3,28,18,1,2,0
9582,2016-07-18,3,9,9,2,1,1
9587,2016-07-21,4,6,9,2,1,0
9591,2016-07-22,4,26,12,2,1,1
9593,2016-07-22,3,9,9,2,1,0
9606,2016-07-24,3,9,12,2,3,0
9614,2016-07-25,3,8,15,2,3,0
9615,2016-07-26,1,16,12,2,2,1
9621,2016-07-26,4,15,18,2,1,0
9624,2016-07-28,4,22,9,2,2,0
9635,2016-08-01,5,33,24,1,1,0
9642,2016-08-03,3,32,10,1,1,0
9644,2016-08-03,5,27,9,1,2,0
9647,2016-08-04,3,32,12,2,3,1
9654,2016-08-08,1,4,9,2,1,0
9655,2016-08-08,4,22,9,1,2,0
9657,2016-08-08,3,24,10,1,1,0
9670,2016-08-10,1,23,12,2,2,0
9683,2016-08-11,5,27,9,1,2,0
9685,2016-08-11,3,7,15,2,2,1
9686,2016-08-11,5,29,9,1,1,0
9688,2016-08-12,4,6,22,2,4,0
9697,2016-08-14,4,21,9,2,2,0
9720,2016-08-17,1,4,23,2,3,0
9732,2016-08-19,4,26,12,1,1,0
9737,2016-08-22,3,9,18,2,2,0
9744,2016-08-23,3,8,22,2,3,0
9753,2016-08-24,5,11,9,2,1,0
9757,2016-08-24,1,5,9,2,3,1
9761,2016-08-25,3,9,9,2,1,0
9770,2016-08-29,4,22,12,1,2,1
9771,2016-08-29,4,6,9,2,2,0
9785,2016-09-01,4,15,9,2,2,0
9792,2016-09-02,4,6,9,2,1,1
9799,2016-09-05,3,32,9,1,1,0
9808,2016-09-06,5,19,9,1,2,0
9809,2016-09-06,1,16,18,1,2,1
9819,2016-09-07,4,15,10,2,3,0
9820,2016-09-07,5,12,9,2,2,0
9832,2016-09-11,3,9,9,2,3,0
9835,2016-09-11,4,13,9,2,2,1
9840,2016-09-12,5,19,9,1,1,0
9843,2016-09-12,4,6,18,2,1,0
9844,2016-09-12,1,16,9,2,2,0
9847,2016-09-12,5,19,18,1,2,0
9862,2016-09-15,1,5,23,2,3,0
9872,2016-09-16,1,20,15,2,2,1
9882,2016-09-19,3,32,15,1,1,0
9887,2016-09-19,3,7,15,2,3,1
9888,2016-09-20,3,10,15,2,1,0
9906,2016-09-23,4,14,9,1,1,0
9922,2016-09-26,5,31,9,1,2,0
9924,2016-09-27,4,6,9,2,2,0
9928,2016-09-27,3,30,12,1,2,1
9937,2016-10-02,5,11,16,2,3,1
9939,2016-10-02,5,17,9,2,3,0
9941,2016-10-02,3,25,9,2,4,0
9948,2016-10-02,4,15,9,2,3,0
9951,2016-10-02,3,7,9,2,2,0
9961,2016-10-03,1,5,9,2,2,0
9965,2016-10-05,4,15,9,2,2,0
9967,2016-10-05,5,19,12,2,2,0
9969,2016-10-05,5,11,9,2,3,0
9980,2016-10-09,1,18,9,2,2,1
9981,2016-10-09,4,15,9,2,2,0
9986,2016-10-09,3,10,7,2,2,0
9992,2016-10-10,5,11,9,2,3,0
9993,2016-10-10,1,16,9,2,2,0
10000,2016-10-10,1,16,9,2,1,0
10006,2016-10-11,4,13,18,2,3,0
10025,2016-10-13,4,13,9,1,1,1
10029,2016-10-13,1,18,9,2,2,0
10033,2016-10-14,1,18,18,2,2,0
10037,2016-10-17,5,12,9,2,1,1
10045,2016-10-18,4,26,9,1,2,0
10048,2016-10-19,3,24,15,1,2,1
10069,2016-10-23,1,16,9,2,1,0
10073,2016-10-24,4,14,9,2,4,1
10074,2016-10-24,1,16,6,1,3,0
10076,2016-10-25,5,11,9,2,3,1
10081,2016-10-26,3,8,24,2,3,0
10095,2016-11-01,3,10,9,2,2,0
10101,2016-11-02,3,32,15,2,3,0
10108,2016-11-03,5,11,6,2,3,1
10119,2016-11-07,3,10,16,2,2,1
10124,2016-11-08,3,8,15,2,3,1
10130,2016-11-09,1,23,15,2,2,1
10132,2016-11-09,1,16,9,1,2,1
10139,2016-11-11,3,8,18,2,2,0
10141,2016-11-11,4,13,9,2,1,1
10156,2016-11-14,5,17,9,2,3,0
10164,2016-11-17,4,6,16,2,1,1
10166,2016-11-17,5,11,9,2,2,1
10173,2016-11-18,1,20,9,1,3,1
10177,2016-11-20,3,7,11,2,3,1
10202,2016-11-24,5,11,9,2,2,0
10207,2016-11-25,3,8,12,2,3,0
10211,2016-11-27,4,6,16,2,1,1
10218,2016-12-01,4,14,9,2,1,1
10220,2016-12-01,4,21,9,2,2,1
10231,2016-12-02,5,11,9,2,1,0
10232,2016-12-02,5,27,9,2,3,0
10233,2016-12-02,5,12,9,2,3,0
10241,2016-12-04,5,12,9,1,2,1
10244,2016-12-05,3,8,6,2,6,1
10254,2016-12-07,5,29,9,2,1,0
10261,2016-12-11,4,6,9,2,1,0
10266,2016-12-11,1,5,9,2,2,0
10272,2016-12-11,4,14,9,1,2,0
10282,2016-12-13,1,23,24,1,1,0
10292,2016-12-14,4,6,9,2,1,0
10295,2016-12-14,3,10,18,2,1,0
10297,2016-12-15,3,25,18,2,3,0
10305,2016-12-16,1,20,9,2,3,0
10314,2016-12-19,3,9,12,2,2,1
10315,2016-12-19,3,9,9,2,3,0
10316,2016-12-19,5,12,6,1,1,1
10322,2016-12-20,5,29,16,2,1,1
10323,2016-12-20,3,24,9,2,2,0
10324,2016-12-21,1,16,10,2,2,0
10333,2016-12-22,1,5,15,2,3,0
10336,2016-12-23,4,15,10,2,1,0
10339,2016-12-23,5,11,10,2,3,0
10340,2016-12-23,5,12,9,1,2,0
10361,2017-01-02,5,29,9,2,2,0
10362,2017-01-02,3,32,9,2,1,0
10376,2017-01-05,3,9,22,2,3,1
10379,2017-01-06,4,14,9,1,1,0
10381,2017-01-09,3,8,18,2,3,1
10382,2017-01-09,3,9,9,2,2,1
10383,2017-01-09,4,6,9,2,2,1
10387,2017-01-10,4,15,9,2,2,1
10403,2017-01-12,1,18,16,2,3,0
10406,2017-01-13,3,9,7,2,2,0
10409,2017-01-15,5,31,9,2,1,0
10410,2017-01-15,4,15,9,2,2,1
10412,2017-01-15,1,5,9,2,2,0
10413,2017-01-16,4,6,15,2,1,1
10418,2017-01-16,5,27,24,2,4,0
10419,2017-01-16,5,33,9,1,3,0
10422,2017-01-17,4,26,9,2,3,1
10433,2017-01-18,1,18,12,2,3,1
10435,2017-01-18,4,13,9,2,1,0
10442,2017-01-19,5,27,9,2,3,1
10461,2017-01-23,1,23,9,2,3,1
10463,2017-01-23,3,10,9,1,1,0
10472,2017-01-24,3,25,9,2,2,1
10474,2017-01-24,1,5,22,2,2,0
10475,2017-01-24,1,18,9,2,3,0
10479,2017-01-25,3,7,9,2,3,1
10482,2017-01-25,1,5,9,2,2,0
10483,2017-01-26,1,20,12,2,1,1
10507,2017-02-01,5,12,9,1,3,0
10513,2017-02-01,5,33,7,1,1,0
10534,2017-02-03,5,27,16,2,4,0
10536,2017-02-05,4,15,9,2,1,0
10562,2017-02-10,3,8,9,2,3,0
10570,2017-02-12,1,4,9,2,3,0
10572,2017-02-12,5,12,9,2,2,0
10586,2017-02-15,1,20,9,2,2,0
10601,2017-02-19,3,7,18,2,4,0
10602,2017-02-19,1,20,9,2,2,0
10603,2017-02-19,5,29,24,2,2,1
10604,2017-02-19,3,9,9,2,2,0
10608,2017-02-20,4,13,9,1,1,1
10611,2017-02-20,5,33,24,2,1,0
10616,2017-02-21,3,24,15,2,2,1
10628,2017-02-22,5,33,16,2,2,0
10629,2017-02-22,3,24,9,2,2,0
10631,2017-02-22,3,8,19,2,3,0
10641,2017-02-26,4,21,9,2,3,1
10647,2017-02-26,1,5,9,2,3,0
10657,2017-02-26,3,9,18,2,2,0
10665,2017-03-01,4,6,9,2,1,1
10670,2017-03-01,1,18,9,2,3,0
10671,2017-03-01,4,22,9,2,2,0
10675,2017-03-01,1,16,9,2,2,1
10677,2017-03-01,3,10,24,2,3,1
10678,2017-03-01,5,19,9,2,3,1
10686,2017-03-02,3,8,17,2,6,0
10705,2017-03-03,1,5,18,2,3,0
10706,2017-03-05,4,21,12,2,2,1
10708,2017-03-06,1,16,9,2,2,0
10715,2017-03-06,4,15,12,2,4,0
10716,2017-03-07,3,8,15,2,3,1
10717,2017-03-07,4,26,9,2,1,0
10721,2017-03-07,5,11,9,2,1,0
10725,2017-03-08,3,25,9,2,2,0
10733,2017-03-09,4,13,9,2,3,0
10736,2017-03-09,3,32,23,2,3,0
10737,2017-03-09,4,15,9,2,3,0
10738,2017-03-09,4,14,9,2,2,0
10740,2017-03-10,3,10,7,2,3,0
10745,2017-03-10,3,24,9,2,2,0
10753,2017-03-12,3,32,9,2,3,0
10759,2017-03-13,4,22,10,2,2,0
10760,2017-03-13,1,16,15,2,1,0
10761,2017-03-13,3,8,16,2,4,0
10770,2017-03-15,1,18,12,2,2,1
10777,2017-03-15,3,28,9,2,1,1
10779,2017-03-15,1,23,7,2,2,0
10784,2017-03-16,5,11,16,2,3,1
10785,2017-03-16,1,16,9,2,2,0
10788,2017-03-16,1,5,9,2,2,1
10791,2017-03-17,3,24,7,2,3,1
10810,2017-03-22,5,33,15,2,1,0
10813,2017-03-23,4,14,9,2,2,1
10815,2017-03-23,4,15,16,2,1,1
10826,2017-03-24,5,17,10,2,1,0
10827,2017-03-24,5,31,9,2,4,0
10829,2017-03-26,3,28,19,2,2,0
10846,2017-04-02,5,12,9,2,1,0
10851,2017-04-02,4,6,9,2,2,1
10855,2017-04-03,3,8,9,2,3,0
10859,2017-04-03,3,7,16,2,3,1
10868,2017-04-05,1,20,12,2,3,1
10878,2017-04-07,4,22,9,2,3,0
10886,2017-04-10,4,6,18,2,2,0
10906,2017-04-13,3,7,6,2,3,1
10914,2017-04-16,3,25,15,2,2,1
10921,2017-04-17,5,17,9,2,2,1
10926,2017-04-20,1,4,9,1,2,1
10928,2017-04-23,3,32,9,2,2,1
10931,2017-04-23,3,25,9,2,2,0
10933,2017-04-23,3,30,9,1,2,0
10940,2017-04-23,3,9,16,2,2,1
10945,2017-04-24,5,33,12,1,3,0
10947,2017-04-24,3,8,9,2,3,1
10958,2017-04-26,5,31,9,2,2,0
10971,2017-04-27,1,5,9,2,2,0
10975,2017-04-27,5,29,12,1,2,0
10977,2017-05-02,1,16,18,2,1,1
10984,2017-05-02,1,16,9,2,2,0
10985,2017-05-02,5,19,9,2,1,0
10998,2017-05-04,4,15,16,2,1,1
11003,2017-05-07,1,16,12,2,3,1
11014,2017-05-08,4,13,9,2,2,1
11015,2017-05-09,3,9,9,2,2,0
11016,2017-05-10,3,30,18,2,2,0
11023,2017-05-10,5,12,9,2,2,1
11045,2017-05-17,4,15,9,2,2,1
11049,2017-05-18,3,24,7,2,2,1
11059,2017-05-19,1,20,9,1,2,0
11072,2017-05-22,3,9,9,2,2,0
11087,2017-05-29,4,21,15,2,3,0
11099,2017-05-29,5,11,9,2,2,0
11113,2017-06-04,3,10,9,2,2,0
11117,2017-06-04,3,8,9,2,2,0
11120,2017-06-06,3,7,9,2,3,0
11121,2017-06-06,3,9,9,2,2,0
11122,2017-06-06,4,26,12,2,2,1
11126,2017-06-06,3,9,9,2,2,0
11129,2017-06-06,3,10,9,2,2,1
11143,2017-06-08,3,24,9,2,2,0
11145,2017-06-08,4,6,9,2,1,0
11152,2017-06-08,3,7,9,2,3,0
11155,2017-06-08,5,19,9,2,2,0
11164,2017-06-12,3,32,9,2,3,0
11176,2017-06-14,3,8,18,2,5,0
11181,2017-06-14,3,28,10,1,1,1
11182,2017-06-14,1,16,9,2,3,0
11187,2017-06-14,5,31,9,1,5,0
11193,2017-06-14,1,23,9,2,3,1
11200,2017-06-16,4,22,9,2,2,0
11206,2017-06-19,1,18,9,2,1,0
11208,2017-06-19,1,16,9,1,1,0
11209,2017-06-20,3,7,16,2,3,1
11215,2017-06-20,3,32,9,1,2,0
11219,2017-06-21,3,28,16,2,3,1
11222,2017-06-21,4,14,9,2,2,1
11231,2017-06-22,1,5,10,2,1,0
11244,2017-06-26,4,15,9,1,2,0
11267,2017-06-28,4,6,10,2,2,0
11278,2017-07-03,5,17,24,2,2,0
11279,2017-07-03,3,10,18,2,3,0
11290,2017-07-05,3,9,9,2,3,0
11300,2017-07-09,1,5,15,1,1,1
11311,2017-07-11,5,17,15,2,3,1
11315,2017-07-11,1,5,9,2,3,0
11319,2017-07-12,4,6,12,2,2,0
11324,2017-07-12,4,15,9,2,1,0
11336,2017-07-17,4,14,9,1,1,0
11339,2017-07-17,3,10,9,2,1,0
11342,2017-07-17,3,8,9,2,6,0
11352,2017-07-18,3,9,22,2,1,0
11367,2017-07-20,3,30,9,2,2,0
11370,2017-07-20,5,19,9,1,1,1
11373,2017-07-23,5,29,9,2,2,0
11378,2017-07-23,5,11,16,2,1,1
11380,2017-07-23,3,24,16,1,1,0
11390,2017-07-24,3,7,19,2,3,0
11396,2017-07-25,5,33,10,1,1,1
11397,2017-07-25,1,5,15,2,1,1
11407,2017-07-26,4,6,15,2,2,1
11409,2017-07-26,3,24,22,2,2,1
11425,2017-07-27,1,18,9,2,3,0
11426,2017-07-27,5,27,15,1,3,1
11429,2017-07-28,3,9,12,2,2,1
11436,2017-08-01,4,6,12,2,1,0
11442,2017-08-01,3,7,6,2,3,1
11450,2017-08-02,3,7,18,2,2,0
11455,2017-08-03,4,13,10,2,2,0
11457,2017-08-03,3,8,1,2,2,0
11459,2017-08-03,3,8,15,2,2,1
11461,2017-08-04,3,9,22,2,3,1
11465,2017-08-04,1,16,14,1,2,1
11472,2017-08-06,5,17,9,2,2,0
11478,2017-08-08,3,9,9,2,1,0
11481,2017-08-09,3,30,12,2,4,1
11485,2017-08-09,4,15,18,2,2,0
11492,2017-08-10,5,31,9,1,1,0
11493,2017-08-10,4,15,12,2,3,1
11497,2017-08-10,4,6,9,2,3,0
11501,2017-08-11,3,24,18,2,2,0
11518,2017-08-15,4,21,10,2,1,0
11520,2017-08-15,5,31,10,2,3,0
11529,2017-08-16,5,27,15,2,2,1
11539,2017-08-17,1,23,15,2,2,0
11541,2017-08-17,3,28,16,2,2,1
